classe,article
sport,"Le Roi Mohammed VI s’est entretenu, juste après le match victorieux du Wydad Athletic Club en finale de la Ligue des Champions d’Afrique 2022, avec l’entraîneur du club, Walid Regragui, et le capitaine de l’équipe, Yahya Jebrane, victoire qui survient au terme d’un brillant parcours.

Lors de cet entretien téléphonique, survenu à l’issue du match tenu ce soir à Casablanca, le Souverain a chargé l’entraîneur et le capitaine de l’équipe de transmettre Ses félicitations pour ce trophée à l’ensemble des joueurs, du staff et des composantes du club et des supporters pour cette importante réalisation, motif de fierté pour l’ensemble du public sportif et tout le peuple Marocains.
"
sport,"Le Wydad de Casablanca a remporté la Ligue des champions d’Afrique de football, en battant Al Ahly du Caire par 2 buts à 0, lundi au complexe sportif Mohammed V, un troisième sacre réalisé au terme d’un parcours exceptionnel.

Pour atteindre la finale de cette compétition continentale, le WAC a disputé 12 matchs, dont huit victoires, deux matchs nuls et deux défaites. Après le dernier match de l’équipe en Botola, l’entraîneur Walid Regragui a confirmé que son équipe était prête à remporter le titre, après que ses hommes ont terminé la phase de groupes en battant un record et en décrochant deux victoires à l’extérieur en quart et en demi-finale.

A l’entame de la compétition, les Wydadis ont été battus par les ghanéens de Hearts of Oak à l’aller avant de se ressaisir au retour en dominant largement leur adversaire par 6 buts à 1, grâce à Simon Msuva, Ayman Hassouni, Yahya Jabrane, Ayoub Amloud et Achraf Dari.

Lors de la phase de groupes, le Wydad Casablanca a terminé la rencontre face aux angolais de Sagrada en sa faveur, avec un résultat sans appel de 3 buts à 0, mais son match contre Petro Atlético au stade de ce dernier allait presque tout gâcher. Les coéquipiers de Jabrane sont revenus avec une défaite (1-2) qui les a privés de la première place du groupe.

Le Wydad a achevé la phase de poules avec un bilan très honorable, avec cinq victoires sur six matchs disputés, ce qui lui a permis de terminer cette phase en tête du classement, et de devenir la première équipe du continent africain à inscrire 15 buts lors de cette phase de la compétition pour s’accaparer le record de l’équipe nigériane d’Enyimba, qu’elle détenait depuis 2003 avec 14 buts.

Lors du match des quarts de finale, le Wydad a été contraint de disputer le match aller contre Chabab Belouizdad en infériorité numérique après l’expulsion de son joueur Jalal Daoudi après seulement sept minutes du début du match. Le Wydad a confirmé sa force et sa détermination à rafler le troisième titre de son histoire, après avoir arraché une nouvelle victoire hors de son stade face à Petro Atlético (3-1), avant de disputer le match retour avec sérénité après avoir arraché un précieux nul qui l’a propulsé à la finale.
"
sport,"Exploit majuscule du Wydad de Casablanca. Les Rouges ont remporté leur troisième ligue des champions de la CAF face à Al Ahly (2-0), ce lundi soir au Complexe Mohammed V de Casablanca. Le héros du soir n’est autre que Zouheir El Moutaraji auteur d’un doublé dont une superbe frappe en pleine lucarne pour ouvrir le score en première période. 

Le numéro 7 wydadi a doublé la mise dès le retour des vestiaire (48e)
"
sport,"Le Complexe Mohammed V de Casablanca est en ébullition. En effet, le Wydad mène à la pause face à Al Ahly (1-0) grâce à une magnifique réalisation de Zouheir El Moutaraji (15e), auteur d’une frappe en pleine lucarne. Les Casablancais sont proche d’un troisième sacre en Ligue des champions de la CAF. 
"
sport,"Le milieu de terrain international espagnol Isco a annoncé lundi sur les réseaux sociaux son départ du Real Madrid, un club qu’il avait rejoint en 2013 et avec qui il a remporté la Ligue des champions samedi.

Isco, en fin de contrat au 30 juin, quitte le Real avec 19 titres, dont 3 Championnats d’Espagne (2017, 2020 et 2022), une Coupe d’Espagne (2014) et 5 Ligues des champions (2014, 2016, 2017, 2018, 2022).

Le détenteur en 2012 du trophée Golden Boy récompensant le meilleur joueur européen de moins de 21 ans, n’a donné aucun indice sur sa prochaine destination.

Toutefois, certaines informations le donnent déjà en Premier League.

Éloigné des terrains plusieurs semaines dues à une blessure à la cuisse, Isco a vu son temps de jeu considérablement réduit. Il et été titularisé à seulement 5 reprises par Zinedine Zidane.

Selon le quotidien britannique, le ​Mirror, les dirigeants madrilènes auraient mandaté un agent pour trouver une porte de sortie à Isco afin de faciliter une éventuelle arrivée de Christian Eriksen au prochain ​mercato.

Le milieu de terrain espagnol aurait ainsi été proposé à Chelsea. Une proposition qui a séduit le club anglais qui aurait déjà formulé une offre de 44,4 millions de livres sterling soit 52M€ pour s’offrir les services de l’Espagnol.
"
sport,"Le processus de vente de Chelsea à l’homme d’affaires américain Todd Boehly et son consortium d’investisseurs est finalisé, a annoncé lundi le club anglais qui n’appartient donc plus au milliardaire russe Roman Abramovitch.

« Le consortium mené par Tedd Boehly, président et directeur général de Eldridge, et Clearlake Capital Groupe a annoncé aujourd’hui que le transfert de la propriété du Chelsea Football Club était achevé », écrivent les Blues, rachetés pour 5 milliards d’euros.

Le consortium comprend aussi le milliardaire suisse Hansjörg Wyss et Mark Walter, un partenaire en affaires de Boehly, avec qui il partage la propriété de l’équipe de baseball des Los Angeles Dodgers.

La transaction record pour une équipe de sport collectif avait reçu ces derniers jours le feu vert de la Premier League et surtout du gouvernement britannique.

Ce dernier s’était montré très tatillon sur le montage choisi pour la vente après avoir gelé les avoirs de l’oligarque russe en mars, en raison de ses liens supposés avec Vladimir Poutine qui a ordonné l’invasion de l’Ukraine par les troupes russes.

« Conformément aux termes de l’accord, Boehly et Clearlake auront le contrôle conjoint et un pouvoir égal au sein du club », précise le communiqué

L’homme d’affaires et le fonds d’investissement s’étaient engagés à investir près de 2 milliards sur le montant de la vente dans les infrastructures du club, notamment pour moderniser son stade de Stamford Bridge.
"
sport,"La jeune tennis women marocaine Aya El Aouni s’est qualifiée, lundi, au deuxième tour de Roland Garros Junior.

Aya El Aouni (16 ans) a battu la Japonaise Saito, 34ème au classement ITF Junior, sur le score de 4/6-6/2-6/2.

La jeune marocaine avait décroché son billet pour le tableau final du Tournoi junior de Roland-Garros de tennis (29 mai au 4 juin) après avoir battu, lors des qualifications, la Néerlandaise Van Der Brooke Louise en deux sets 7-6, 6-1.

Elle occupe la première place au niveau national et africain et le 74ème rang au classement de la Fédération internationale de tennis.
"
sport,"Après le club anglais, Liverpool, c’est le gouvernement britannique qui réclame une « enquête officielle » sur les incidents qui ont émaillé la finale de la Ligue des champions entre Liverpool et le Real Madrid, samedi à Paris.

C’est la ministre britannique de la Culture, des Médias et des Sports, Nadine Dorries qui en a formulé la demande. « Je demande instamment à l’UEFA de lancer une enquête officielle pour savoir ce qui s’est mal passé et pourquoi, en coopération avec le personnel du stade, la police française, la fédération française de football, la police du Merseyside et le Liverpool FC », a-t-elle annoncé.

Et d’ajouter: Les images et les récits de supporters de Liverpool et des médias sur leur entrée au Stade de France, hier soir, « sont profondément inquiétants ».

La ministre a en ce sens rappelé que des milliers de détenteurs de billets « ont voyagé en temps et en heure pour soutenir leur équipe dans le plus grand match de la saison ». La responsable faisait référence aux premières déclarations de l’UEFA qui avait justifié le report du coup d’envoi d’une demi-heure par « l’arrivée tardive » de certains supporters.

« Il est dans l’intérêt de tous de comprendre ce qui s’est passé et de tirer des leçons de ces événements », a estimé Nadine Dorries.

A noter que l’UEFA avait indiqué samedi,$ que « des milliers de spectateurs » se sont présentés avec de « faux billets qui ne fonctionnaient pas », créant « une accumulation de spectateurs » dans les files d’attente.

Des supporters de Liverpool, s’exprimant sur les différents médias britanniques ont attribué ces tentatives d’intrusion à des jeunes gens vivant près du stade, tout en déplorant l’usage excessif de gaz lacrymogène par les forces de l’ordre.
"
sport,"Le Wydad Casablanca va essayer, ce lundi 30 mai, de briser à domicile l’hégémonie de l’Al-Ahly Le Caire, double tenant de la Ligue des champions d’Afrique, qu’il a déjà remportée dix fois.

Terrasser les rois du football africain de clubs, le WAC l’a déjà fait en 2017, en matchs aller-retour (1-1, 1-0), pour conquérir sa deuxième C1, après celle de 1992.

Les Marocains comptent sur la phénoménale ferveur de leur public, dans un stade Mohamed V (52.000 places) qui promet d’être incandescent.

Le club cairote a bien contesté l’organisation de cette finale chez son adversaire, mais le Tribunal arbitral du sport (TAS) a repoussé leur requête.

En effet, le TAS a affirmé que « l’organisation de ce match a été accordée au Maroc après que le Sénégal, qui était le seul autre pays à remplir les conditions, ait retiré sa candidature ».

Le TAS a également donné sa réponse face aux accusations infondées et aux allégations d’Al-Ahly, club qui a tenté par tous les moyens de retirer au Maroc l’organisation de la finale à laquelle il a soumis sa candidature alors que le Wydad n’était même pas encore qualifié.

« La Confédération africaine de football est attachée aux principes d’équité, de justice et d’égalité entre tous les clubs et fédérations membres, et chacun sera traité équitablement », a fait valoir la plus haute juridiction sportive.

Mais les supporters ne marquent pas de but, et le « club de la nation » compte surtout sur ses joueurs, l’attaquant congolais Guy Mbenza en tête.

Walid Regragui, entraîneur quadragénaire (46 ans) passé par la Ligue 1 (Toulouse, AC Ajaccio…), s’appuie aussi sur Yahya Jabrane, capitaine et homme à tout faire du milieu de terrain, Achraf Dari, défenseur, vainqueur du dernier CHAN avec la sélection des joueurs locaux du Maroc, ou Ahmed Reda Tagnaouti, troisième ou quatrième gardien dans les listes du sélectionneur Vahid Halilhodzic.

– Attaque de petits gabarits –
Les Rouges de « Casa », dont le nom signifie « Amour » et vient d’un film éponyme de la légendaire chanteuse Oum Kalsoum, ont un autre objectif en tête: rejoindre leur grand rival, les Verts du Raja, en remportant eux aussi une troisième C1.

Mais des C1, le « National » du Caire en a conquis dix! Son entraîneur sud-africain, Pitso Mosiman, a gagné les deux dernières et aussi celle de 2016 à la tête des Mamelodi Sundowns, le club du président de la CAF, Patrice Motsepe.

Mosiman a fait venir son joueur fétiche, Percy Tau, attaquant sud-africain habile, auteur d’un doublé en demi-finale aller contre l’Entente Sétif (4-0).

Tau n’est pas très grand et conduit une attaque de petits gabarits, avec Hussein El Shahat (1,71 m) au milieu et Mohamed « Afsha » Maghdi (1,68 m), meneur à la grosse frappe de balle.

Al-Ahly s’appuie évidemment sur des « Pharaons », comme le gardien Mohamed El-Shenawy ou Ayman Achraf en défense central, et quelques brillants joueurs africains, notamment le taulier et râtisseur malien Aliou Dieng ou le latéral tunisien Ali Maâloul.

Ces deux effectifs parmi les meilleurs d’Afrique jouent habituellement un football offensif, on peut espérer un duel spectaculaire.


Le match est à suivre, ce lundi à partir de 20h, sur les chaînes beIN Sports HD3 (commentée par Raouf khaleef), beIN Sports Connect et beIN Sports 1 HD Premium, le groupe qatari étant détenteur des droits TV des compétitions CAF dans la région MENA (Moyen-Orient et Afrique du Nord). Il sera également retransmis via la chaîne TNT d’Arryadia.
"
sport,"Le Mouloudia d’Oujda a pris 3 points, en battant la Renaissance de Berkane deux buts à un pour le compte de la 24e journée de la Botola Pro D1, dimanche, au stade municipal d’Oujda.

En mauvaise posture avec 2 buts de retard à la fin de la première période, les Oranges n’ont pu que réduire leur retard pendant la seconde partie, et ont clos le match sur le score de 2-1.

Durant le début de cette saison, Berkane l’avait emporté contre Oujda à l’occasion de la 9e journée (1-0). Lors de la saison précédente, les Berkanis avaient surclassé les Oujdis à l’occasion de la 20e journée (3-1), et s’étaient imposés face au MCO pour le compte de la 5e journée (0-1).

L’ouverture du score pour l’équipe de l’oriental est arrivée grâce à une action de Lamine Diakite à la 23e minute, avant que l’équipe n’augmente son avance avec une réalisation d’Youssef Omari à la 30e minute. La RSB a diminué l’écart à la 64e minute avec un penalty tiré par Youssef Falhi.

Chez les joueurs du Mouloudia d’Oujda, Jalal Jayed a donné un carton jaune à Ali Haroune à la 34e minute.

À la suite de cette rencontre, Oujda demeure à la 14e place avec 25 points, tandis que la Renaissance de Berkane, 32 points, se maintient à la cinquième place.
"
sport,"Le FUS de Rabat s’est qualifié pour les demi-finales de la Coupe du Trône de football (2020-2021), en battant l’Union Touarga par 3 buts à 1, en quart de finale, dimanche au complexe Moulay El Hassan.

Les buts du FUS ont été inscrits par Ayoub Qasmi (30è), El Mahdi Maouhoub (45è) et Mahdi Bassel (90+4è), alors que l’unique but du club tourougui a été marqué par Saad Ait Khirsa contre son propre camp (9è).

Samedi, le Youssoufia de Berrechid (CAYB) s’est qualifié pour les demi-finales, en s’imposant sur la pelouse du Maghreb de Fès (MAS) par 2 buts à 0.

Oussama Chaibi a ouvert le score pour les visiteurs à la 47 e minute, avant que son coéquipier Hamza Houssaini ne scelle le sort du match en inscrivant un second but pour le CAYB (90e+6).

Les deux autres quarts seront disputés entre le Wydad et le Raja de Casablanca et entre la Renaissance de Berkane et l’AS Mansouria.
"
sport,"Munir Mohamedi devra se trouver un nouveau club. Hatayspor s’est séparé du portier marocain qui a rejoint la Super Lig turc en 2020.

Le vice-président et porte-parole de Hatayspor, Mustafa Özat, a déclaré que, conformément aux intérêts du club, ils avaient décidé de se séparer de leur gardien Munir d’un commun accord.

Özat a remercié Munir pour ses efforts jusqu’à présent et a souhaité au gardien de but de 33 ans beaucoup de succès dans sa carrière.

Munir, transféré  de Malaga en 2020, a participé à 37 matchs de Super League la saison dernière et a marqué 46 buts dans son château.

Le gardien marocain, qui a disputé 34 matches de championnat cette saison et disputé une Coupe de Turquie Ziraat, a réalisé 51 clean sheets.
"
sport,"La Confédération africaine de football (CAF) a annoncé ce dimanche une réunion de son Comité Exécutif en marge de la finale de la Ligue des champions de la CAF.

Les assises se tiendront à Casablanca, au Maroc. Elles ont lieu le lundi matin 30 juin 2022. « La réunion, qui sera présidée par le président de la CAF, le Dr Patrice Motsepe, débutera à 10h30. Le Comité Exécutif discutera d’un certain nombre de sujets, dont les préparatifs de la prochaine Coupe d’Afrique des Nations Féminine TotalEnergies qui se jouera au Maroc du 02 juillet au 23 juillet 2023 », annonce un communiqué de l’instance.

Al-Ahly et le Wydad de Casablaca s’affronteront donc le 30 mai 2022 au stade Mohammed V de Casablanca. Le géant égyptien est à la recherche d’un 11e sacre de LDC CAF, son 3e d’affilée. Le Wydad, pour sa part, est en quête de son 3e titre de C1 africaine, après s’être adjugé celui de 2017.
"
sport,"L’ancien footballeur Edson Arantes de Nascimento « Pelé » a félicité samedi le Real Madrid et son attaquant brésilien Vinicius Junior pour leur sacre en Ligue des Champions.

Vinicius a inscrit le but de la victoire de l’équipe madrilène contre Liverpool, lors d’une finale qualifiée par la légende du football mondial de « match épique »

« C’est pourquoi le football est le plus beau sport du monde. J’ai pu voir un cher ami, Vinicius, qui a surmonté tant de défis pour décider d’un match épique », a déclaré Pelé sur ses réseaux sociaux, où il a partagé une photo de l’équipe soulevant la Coupe.

Considéré par beaucoup comme le meilleur joueur du 20è siècle, il a également félicité Marcelo pour avoir été le premier Brésilien à remporter une coupe de la Ligue des champions en tant que capitaine.

« Je suis ravi de voir Marcelo être le premier Brésilien à remporter une Coupe de la Ligue des champions en tant que capitaine. J’ai vu un gardien impeccable, Thibaut Courtois, faire des arrêts formidables », a-t-il ajouté.

Enfin, il a souligné le travail de l’entraîneur « stratège » Carlo Ancelotti pour avoir su « appréhendé le moment et tirer le meilleur de son équipe ».
"
